Unique_ID,Plot,Plot2,Major_taxa,Order,Species,Mass_g,Density_Nm2,Region,Trophic,Group,Genus,Reference,Notes
4167,4,6,Fish,Cypriniformes,Carassius carassius,841,0.000903686,Lake Demenets,Benthivore/planktivore,,Carassius,Gulin and Rudenko 1973; in Downing Plante 1993,
4168,4,6,Fish,Cypriniformes,Carpiodes carpio,2146,0.000172414,Lake Elephant Butte,,,Carpiodes,Jester 1971; 1972; 1976; in Downing Plante 1993,
4169,4,6,Fish,Cypriniformes,Catostomus commersoni,817,0.000501836,Lake Big Turkey,Benthivore,,Catostomus,"J. R. M. Kelso, pers. comm.; Kelso 1985; Lam et al. 1986; in Downing Plante 1993",
4170,4,6,Fish,Cypriniformes,Catostomus commersoni,794,0.001095718,Lake Little Turkey,Benthivore,,Catostomus,"J. R. M. Kelso, pers. comm.; Kelso 1985; Lam et al. 1986; in Downing Plante 1993",
4171,4,6,Fish,Cypriniformes,Catostomus commersoni,414,0.005362319,Lake Wishart,Benthivore,,Catostomus,"J. R. M. Kelso, pers. comm.; Kelso 1985; Lam et al. 1986; in Downing Plante 1993",
4172,4,6,Fish,Cypriniformes,Chondrostoma nasus,24,0.0216,Freshwater,,,Chondrostoma,Holcik 1972; in Damuth 1987 (Ref: 302),
4173,4,6,Fish,Cypriniformes,Cyprinus carpio,175,0.01,Freshwater,Benthivore,,Cyprinus,Holcik 1972; in Damuth 1987 (Ref: 302),
4174,4,6,Fish,Cypriniformes,Cyprinus carpio,1310,0.000366412,Lake Elephant Butte,Benthivore,,Cyprinus,Jester 1971; 1972; 1976; in Downing Plante 1993,
4175,4,6,Fish,Cypriniformes,Gobio albipinnatus,11,0.0002,Freshwater,,,Gobio,Holcik 1972; in Damuth 1987 (Ref: 302),
4176,4,6,Fish,Cypriniformes,Gobio gobio,2.48,0.0181,Freshwater,,,Gobio,"Holcik 1972; Mathews 1971; in Damuth 1987 (Ref: 302, 441 )",
4177,4,6,Fish,Cypriniformes,Labeo altivelis,1630,0.000417178,Lake Kariba,,,Labeo,Balon 1972; Balon 1974; Coche 1974; in Downing Plante 1993,
4178,4,6,Fish,Cypriniformes,lctiobus bubalus,2252,0.002269094,Lake Elephant Butte,Benthivore/planktivore,,lchtiobus,Jester 1971; 1972; 1976; in Downing Plante 1993,
4179,4,6,Fish,Cypriniformes,Leuciscus cephalus,54.5,0.0182,Freshwater,,,Leuciscus,Holcik 1972; in Damuth 1987 (Ref: 302),
4180,4,6,Fish,Cypriniformes,Leuciscus idus,74.7,0.0411,Freshwater,,,Leuciscus,Holcik 1972; in Damuth 1987 (Ref: 302),
4181,4,6,Fish,Cypriniformes,Leuciscus leuciscus,2.17,0.133,Freshwater,,,Leuciscus,"Holcik 1972; Mathews 1971; in Damuth 1987 (Ref:  302, 441)",
4182,4,6,Fish,Cypriniformes,Mylocheilus caurinus,408,0.000563725,Lake Washington,Benthivore,,Mylocheilus,"W. T. Edmondson, pers. comm.; Edmondson and Lehman 1981; Eggers et al. 1978; Scheffer and Robinson 1939; in Downing Plante 1993",
4183,4,6,Fish,Cypriniformes,Nemacheilus barbatula,11,0.4,Freshwater,,,Nemacheilus,Mann 1971; in Damuth 1987 (Ref: 432),
4184,4,6,Fish,Cypriniformes,Nemacheilus barbatulus,15,0.829333333,Lake Konnevesi,,,Nemacheilus,Eloranta and Palomaeki 1986; Mills and Eloranta 1985; Sarrka 1972; in Downing Plante 1993,
4185,4,6,Fish,Cypriniformes,Notemigonus crysoleucas,0.7,0.0092,Freshwater,Planktivore,,Notemigonus,Chadwick 1976; in Damuth 1987 (Ref: 105),
4186,4,6,Fish,Cypriniformes,Notemigonus crysoleucas,19,0.000526316,Lake Red Deer,Planktivore,,Notemigonus,Chadwick 1976; in Downing Plante 1993,
4187,4,6,Fish,Cypriniformes,Phoxinus phoxinus,2.5,1.8,Freshwater,Benthivore/planktivore,,Phoxinus,Mann 1971; in Damuth 1987 (Ref: 432),
4188,4,6,Fish,Cypriniformes,Phoxinus phoxinus,5,0.3,Lake Konnevesi,Benthivore/planktivore,,Phoxinus,Eloranta and Palomaeki 1986; Mills and Eloranta 1985; Sarrka 1972; in Downing Plante 1993,
4189,4,6,Fish,Cypriniformes,Phoxinus phoxinus,10,0.029,Lake Ovre Heimdalsvatn,Benthivore/planktivore,,Phoxinus,Kloster 1978; Lien 1978; Lien 1981; Tangen and Brettum 1978; in Downing Plante 1993,
4190,4,6,Fish,Cypriniformes,Phoxinus steindachneri,10,0.31,Lake Tatsu-numa,Benthivore/planktivore,,Phoxinus,Mortimer and Worthington 1942; Miura and Tanaka 1975; Nakanishi 1975; in Downing Plante 1993,
4191,4,6,Fish,Cypriniformes,Pimephales promelas,0.289,0.523,Freshwater,,,Pimephales,Chadwick 1976; in Damuth 1987 (Ref: 105),
4192,4,6,Fish,Cypriniformes,Pimephalus promelas,7,0.021428571,Lake Red Deer,Benthivore/planktivore,,Pimephalus,Chadwick 1976; in Downing Plante 1993,
4193,4,6,Fish,Cypriniformes,Ptychocheilus oregonensis,2385,0.000553459,Lake Washington,Piscivore,,Ptychocheilus,"W. T. Edmondson, pers. comm.; Edmondson and Lehman 1981; Eggers et al. 1978; Scheffer and Robinson 1939; in Downing Plante 1993",
4194,4,6,Fish,Cypriniformes,Rutilus rutilus,9.46,0.586,Freshwater,Benthivore/planktivore,,Rutilus,"Beattie 1972; Holcik 1972; Mathews 1971; in Damuth 1987 (Ref: 43, 302, 441)",
4195,4,6,Fish,Cypriniformes,Rutilus rutilus,152,0.163157895,Lake Demenets,Benthivore/planktivore,,Rutilus,Gulin and Rudenko 1973; in Downing Plante 1993,
4196,4,6,Fish,Cypriniformes,Rutilus rutilus,400,0.003275,Lake Kiutajarvi,Benthivore/planktivore,,Rutilus,"E. A. Lind, pers. comm.; Lind et al. 1973; 1974; in Downing Plante 1993",
4197,4,6,Fish,Cypriniformes,Rutilus rutilus,340,0.021147059,Lake Tjeukemeer 1967-68,Benthivore/planktivore,,Rutilus,Beattie et al. 1972; Goldspink 1978; Goldspink 1979; in Downing Plante 1993,
4198,4,6,Fish,Cypriniformes,Scardinius erythrophtalmus,208,0.007548077,Lake Demenets,Benthivore,,Scardinius,Gulin and Rudenko 1973; in Downing Plante 1993,
4199,4,6,Fish,Cypriniformes,Scardinius erythropthalamus,51.6,0.00383,Freshwater,,,Scardinius,Holcik 1972; in Damuth 1987 (Ref: 302),
4200,4,6,Fish,Cypriniformes,Semotilus atromaculatus,0.766,0.0239,Freshwater,Planktivore,,Semotilus,Chadwick 1976; in Damuth 1987 (Ref: 105),
4201,4,6,Fish,Cypriniformes,Semotilus atromaculatus,15,0.001333333,Lake Red Deer,Planktivore,,Semotilus,Chadwick 1976; in Downing Plante 1993,
4202,4,6,Fish,Cypriniformes,Semotilus margarita,0.922,0.143,Freshwater,Planktivore,,Semotilus,Chadwick 1976; in Damuth 1987 (Ref: 105),
4203,4,6,Fish,Cypriniformes,Semotilus margarita,27,0.004814815,Lake Red Deer,Planktivore,,Semotilus,Chadwick 1976; in Downing Plante 1993,
4204,4,6,Fish,Cypriniformes,Vimba vimba,76.6,0.0028,Freshwater,,,Vimba,Holcik 1972; in Damuth 1987 (Ref: 302),
4205,4,6,Fish,Esociformes,Esox lucius,549,0.001639,Freshwater,Piscivore,,Esox,Holcik 1972; in Damuth 1987 (Ref: 302),
4206,4,6,Fish,Esociformes,Esox lucius,571,0.001208406,Lake Alinen Mustajarvi,Piscivore,,Esox,Arvola 1983; Rask and Arvola 1985; in Downing Plante 1993,
4207,4,6,Fish,Esociformes,Esox lucius,1386,0.000382395,Lake Demenets,Piscivore,,Esox,Gulin and Rudenko 1973; in Downing Plante 1993,
4208,4,6,Fish,Esociformes,Esox lucius,4425,0.000506215,Lake Warniak 1969,Piscivore,,Esox,Ciepielwski 1981; IBP data set; Zachweja 1973; in Downing Plante 1993,
4209,4,6,Fish,Esociformes,Esox lucius,4445,0.000245219,Lake Warniak 1970,Piscivore,,Esox,Ciepielwski 1981; IBP data set; Zachweja 1973; in Downing Plante 1993,
4210,4,6,Fish,Esociformes,Eutropius depressirostris,85,0.005764706,Lake Kariba,Piscivore,,Eutropius,Balon 1972; Balon 1974; Coche 1974; in Downing Plante 1993,
4211,4,6,Fish,Gasterosteiformes,Gasterosteus aculeatus,0.5,2.5,Freshwater,Planktivore,,Gasterosteus,Mann 1971; in Damuth 1987 (Ref: 432),
4212,4,6,Fish,Gasterosteiformes,Gasterosteus aculeatus,4,0.425,Lake Dalnee,Planktivore,,Gasterosteus,Krogius et al. 1972; in Downing Plante 1993,
4213,4,6,Fish,Gasterosteiformes,Gasterosteus aculeatus,4,0.0125,Lake Washington,Planktivore,,Gasterosteus,"W. T. Edmondson, pers. comm.; Edmondson and Lehman 1981; Eggers et al. 1978; Scheffer and Robinson 1939; in Downing Plante 1993",
4214,4,6,Fish,Osteoglossiformes,Hippopotamyrus discorhynchus,133,0.17075188,Lake Kariba,,,Hippopotamyrus,Balon 1972; Balon 1974; Coche 1974; in Downing Plante 1993,
4215,4,6,Fish,Osteoglossiformes,Marcusenius macrolepidotus,222,0.001576577,Lake Kariba,,,Marcusenius,Balon 1972; Balon 1974; Coche 1974; in Downing Plante 1993,
4216,4,6,Fish,Osteoglossiformes,Mormyrops deliciosus,1500,0.002026667,Lake Kariba,Piscivore,,Mormyrops,Balon 1972; Balon 1974; Coche 1974; in Downing Plante 1993,
4217,4,6,Fish,Osteoglossiformes,Mormyrus longirostris,2900,0.000424138,Lake Kariba,Benthivore,,Mormyrus,Balon 1972; Balon 1974; Coche 1974; in Downing Plante 1993,
4218,4,6,Fish,Perciformes,Chaenobryttus coronarius,51.4,0.0102,Freshwater,,,Chaenobryttus,Gerking 1962; in Damuth 1987 (Ref: 248),
4219,4,6,Fish,Perciformes,Cichlasoma tetracanthus,830,0.001554217,Lake Laluisa,Piscivore,,Cichlasoma,Holcik 1970; in Downing Plante 1993,
4220,4,6,Fish,Perciformes,Cichlasoma tetracanthus,291,0.019656357,Lake Sabanilla,Piscivore,,Cichlasoma,Holcik 1970; in Downing Plante 1993,
4221,4,6,Fish,Perciformes,Gymnocephalus cernua,9.1,0.234,Freshwater,Benthivore,,Gymnocephalus,Holcik 1972; in Damuth 1987 (Ref: 302),
4222,4,6,Fish,Perciformes,Gymnocephalus cernua,27,0.053333333,Lake Demenets,Benthivore,,Gymnocephalus,Gulin and Rudenko 1973; in Downing Plante 1993,
4223,4,6,Fish,Perciformes,Gymnocephalus schratser,11,0.00045,Freshwater,Benthivore,,Gymnocephalus,Holcik 1972; in Damuth 1987 (Ref: 302),
4224,4,6,Fish,Perciformes,Haplochromis darlingi,6,0.063333333,Lake Kariba,,,Haplochromis,Balon 1972; Balon 1974; Coche 1974; in Downing Plante 1993,
4225,4,6,Fish,Perciformes,Lepomis gihhosus,29.6,0.00114,Freshwater,,,Lepomis,Gerking 1962; in Damuth 1987 (Ref: 248),
4226,4,6,Fish,Perciformes,Lepomis macrochirus,30,0.355,Freshwater,Planktivore,,Lepomis,Gerking 1962; in Damuth 1987 (Ref: 248),
4227,4,6,Fish,Perciformes,Lepomis macrochirus,56,1.3775,Lake Wyland,Planktivore,,Lepomis,Gerking 1962; Gerking 1964; Mahon 1976 ; in Downing Plante 1993,
4228,4,6,Fish,Perciformes,Lepomis macrochirus,278,0.06618705,Lake Laluisa,Planktivore,,Lepomis,Holcik 1970; in Downing Plante 1993,
4229,4,6,Fish,Perciformes,Lepomis macrochirus,355,0.055859155,Lake Sabanilla,Planktivore,,Lepomis,Holcik 1970; in Downing Plante 1993,
4230,4,6,Fish,Perciformes,Lepomis microlophus,48.7,0.0205,Freshwater,,,Lepomis,Gerking 1962; in Damuth 1987 (Ref: 248),
4231,4,6,Fish,Perciformes,Micropterus dolomieui,130,0.0125,Freshwater,,,Micropterus,Paragamian 1975; in Damuth 1987 (Ref: 508),
4232,4,6,Fish,Perciformes,Micropterus salmoides,2923,0.004406432,Lake Laluisa,Piscivore,,Micropterus,Holcik 1970; in Downing Plante 1993,
4233,4,6,Fish,Perciformes,Micropterus salmoides,2217,0.002534957,Lake Sabanilla,Piscivore,,Micropterus,Holcik 1970; in Downing Plante 1993,
4234,4,6,Fish,Perciformes,Perca flavescens,1.57,0.524,Freshwater,Piscivore,,Perca,Chadwick 1976; in Damuth 1987 (Ref: 105),
4235,4,6,Fish,Perciformes,Perca flavescens,150,0.005466667,Lake Red Deer,Piscivore,,Perca,Chadwick 1976; in Downing Plante 1993,
4236,4,6,Fish,Perciformes,Perca flavescens,415,0.000313253,Lake Washington,Piscivore,,Perca,"W. T. Edmondson, pers. comm.; Edmondson and Lehman 1981; Eggers et al. 1978; Scheffer and Robinson 1939; in Downing Plante 1993",
4237,4,6,Fish,Perciformes,Perca fluviatalis,34.6,0.062,Freshwater,,,Perca,Holcik 1972; in Damuth 1987 (Ref: 302),
4238,4,6,Fish,Perciformes,Perca fluviatilis,90,0.041111111,Lake Alinen Mustajarvi,Benthivore/planktivore,,Perca,Arvola 1983; Rask and Arvola 1985; in Downing Plante 1993,
4239,4,6,Fish,Perciformes,Perca fluviatilis,43,0.066744186,Lake Iso-Mustajarvi,Benthivore/planktivore,,Perca,Tikka and Paasivirta 1979; in Downing Plante 1993,
4240,4,6,Fish,Perciformes,Perca fluviatilis,90,0.023333333,Lake Horkkajarvi,Benthivore/planktivore,,Perca,Arvola 1983; Rask and Arvola 1984; in Downing Plante 1993,
4241,4,6,Fish,Perciformes,Perca fluviatilis,43,0.019767442,Lake Karhujarvi,Benthivore/planktivore,,Perca,"M. Rask, pers. comm.; Rask 1984; Rask et al. 1986; in Downing Plante 1993",
4242,4,6,Fish,Perciformes,Perca fluviatilis,30,0.098,Lake Botjarn,Benthivore/planktivore,,Perca,Johansson 1983; Nyberg 1979; Ramberg 1976 ; in Downing Plante 1993,
4243,4,6,Fish,Perciformes,Perca fluviatilis,475,0.016421053,Lake Demenets,Benthivore/planktivore,,Perca,Gulin and Rudenko 1973; in Downing Plante 1993,
4244,4,6,Fish,Perciformes,Perca fluviatilis,35,0.022,Lake Haukilampi,Benthivore/planktivore,,Perca,Tikka and Paasivirta 1979; in Downing Plante 1993,
4245,4,6,Fish,Perciformes,Perca fluviatilis,235,0.007957447,Lake Kiutajarvi,Benthivore/planktivore,,Perca,"E. A. Lind, pers. comm.; Lind et al. 1973; 1974; in Downing Plante 1993",
4246,4,6,Fish,Perciformes,Perca fluviatilis,310,0.003290323,Lake Loch Leven,Benthivore/planktivore,,Perca,"LeCren 1976; Morgan 1972; J. E. Thorpe, pers. comm.; Thorpe 1974; in Downing Plante 1993",
4247,4,6,Fish,Perciformes,Perca fluviatilis,192,0.064166667,Lake Windermere,Benthivore/planktivore,,Perca,Craig 1980; LeCren 1976; Mortimer and Worthington 1942; in Downing Plante 1993,
4248,4,6,Fish,Perciformes,Perca fluviatilis,30,0.067333333,Lake Vitalampa,Benthivore/planktivore,,Perca,Johansson 1983; Nyberg 1979; Ramberg 1976; in Downing Plante 1993,
4249,4,6,Fish,Perciformes,Philypnodon breviceps,8,2.7475,Lake Small Spectacles,Planktivore,,Philypnodon,"D. J. Staples, pers. comm.; Staples 1975a; Staples 1975b; in Downing Plante 1993",
4250,4,6,Fish,Perciformes,Pomoxis negromaculatus,105,0.0169,Freshwater,,,Pomoxis,Gerking 1962; in Damuth 1987 (Ref: 248),
4251,4,6,Fish,Perciformes,Sargochromis codringtoni,440,0.002181818,Lake Kariba,,,Sargochromis,Balon 1972; Balon 1974; Coche 1974; in Downing Plante 1993,
4252,4,6,Fish,Perciformes,Sarotherodon alcalicum,17,0.092352941,Lake Nakuru,Planktivore,,Sarotherodon,Vareschi 1982; Vareschi and Jacobs 1984; Vareschi and Jacobs 1985; in Downing Plante 1993,
4253,4,6,Fish,Perciformes,Sarotherodon mossambicus,350,0.061628571,Lake Kariba,,,Sarotherodon,Balon 1972; Balon 1974; Coche 1974; in Downing Plante 1993,
4254,4,6,Fish,Perciformes,Stizostedion lucioperca,379,0.000279,Freshwater,,,Stizostedion,Holcik 1972; in Damuth 1987 (Ref: 302),
4255,4,6,Fish,Perciformes,Stizostedion vitreum,335,0.00188,Freshwater,Piscivore,,Stizostedion,Ward 1974; in Damuth 1987 (Ref: 684),
4256,4,6,Fish,Perciformes,Stizostedion vitreum,2110,0.000274882,Lake West Blue,Piscivore,,Stizostedion,Kelso and Ward 1972; Kelso and Ward 1977; Ward and Robinson 1974; in Downing Plante 1993,
4257,4,6,Fish,Perciformes,Tilapia nilotica,1000,0.0037,Lake George,Planktivore,,Tilapia,Balon 1974; Coche 1974; Dunn et al. 1969; Ganf 1974; Gwahaba 1973; in Downing Plante 1993,
4258,4,6,Fish,Perciformes,Tilapia rendalli,1180,0.003228814,Lake Kariba,Planktivore,,Tilapia,Balon 1972; Balon 1974; Coche 1974; in Downing Plante 1993,
4259,4,6,Fish,Perciformes,Tinca tinca,525,0.0003,Freshwater,Benthivore,,Tinca,Holcik 1972; in Damuth 1987 (Ref: 302),
4260,4,6,Fish,Perciformes,Tinca tinca,1230,0.000268293,Lake Demenets,Benthivore,,Tinca,Gulin and Rudenko 1973; in Downing Plante 1993,
4261,4,6,Fish,Pleuronectiformes,Hippoglossoides platessoides,200,0.0334,Freshwater,,,Hippoglossoides,Mackinnon J.C. 1973; in Damuth 1987 (Ref: 426),
4262,4,6,Fish,Salmoniformes,Coregonus clupeaformis,1127,0.001393079,Lake 226 NE 1973,Benthivore/planktivore,,Coregonus,"C. A. Mills, pers. comm.; Mills 1985; in Downing Plante 1993",
4263,4,6,Fish,Salmoniformes,Coregonus clupeaformis,1127,0.002511091,Lake 226 NE 1974 ,Benthivore/planktivore,,Coregonus,"C. A. Mills, pers. comm.; Mills 1985; in Downing Plante 1993",
4264,4,6,Fish,Salmoniformes,Coregonus clupeaformis,1127,0.002200532,Lake 226 NE 1975,Benthivore/planktivore,,Coregonus,"C. A. Mills, pers. comm.; Mills 1985; in Downing Plante 1993",
4265,4,6,Fish,Salmoniformes,Coregonus clupeaformis,1127,0.00190772,Lake 226 NE 1976,Benthivore/planktivore,,Coregonus,"C. A. Mills, pers. comm.; Mills 1985; in Downing Plante 1993",
4266,4,6,Fish,Salmoniformes,Coregonus clupeaformis,1127,0.001668146,Lake 226 SW 1973,Benthivore/planktivore,,Coregonus,"C. A. Mills, pers. comm.; Mills 1985; in Downing Plante 1993",
4267,4,6,Fish,Salmoniformes,Coregonus clupeaformis,1127,0.002005324,Lake 226 SW 1974,Benthivore/planktivore,,Coregonus,"C. A. Mills, pers. comm.; Mills 1985; in Downing Plante 1993",
4268,4,6,Fish,Salmoniformes,Coregonus clupeaformis,1127,0.001730257,Lake 226 SW 1975,Benthivore/planktivore,,Coregonus,"C. A. Mills, pers. comm.; Mills 1985; in Downing Plante 1993",
4269,4,6,Fish,Salmoniformes,Coregonus clupeaformis,1127,0.001437445,Lake 226 SW 1976,Benthivore/planktivore,,Coregonus,"C. A. Mills, pers. comm.; Mills 1985; in Downing Plante 1993",
4270,4,6,Fish,Salmoniformes,Coregonus muksun,620,0.004693548,Lake Alinen Mustajarvi,Benthivore/planktivore,,Coregonus,Arvola 1983; Rask and Arvola 1985; in Downing Plante 1993,
4271,4,6,Fish,Salmoniformes,Coregonus pilea,280,0.004,Lake Horkkajarvi,Benthivore/planktivore,,Coregonus,Arvola 1983; Rask and Arvola 1984; in Downing Plante 1993,
4272,4,6,Fish,Salmoniformes,Oncorhynchus nerka,125,0.1144,Lake Dalnee,Planktivore,,Oncorhynchus,Krogius et al. 1972; in Downing Plante 1993,
4273,4,6,Fish,Salmoniformes,Oncorhynchus nerka,125,0.01328,Lake Marion,Planktivore,,Oncorhynchus,Efford 1972; Wali et al. 1972 ; in Downing Plante 1993,
4274,4,6,Fish,Salmoniformes,Oncorhynchus nerka,125,0.00368,Lake Washington,Planktivore,,Oncorhynchus,"W. T. Edmondson, pers. comm.; Edmondson and Lehman 1981; Eggers et al. 1978; Scheffer and Robinson 1939; in Downing Plante 1993",
4275,4,6,Fish,Salmoniformes,Salmo gairdnerii,239,0.0585,Freshwater,Piscivore,,Salmo,Holcik 1972; in Damuth 1987 (Ref: 302),
4276,4,6,Fish,Salmoniformes,Salmo gairdnerii,156,0.007884615,Lake Marion,Piscivore,,Salmo,Efford 1972; Wali et al. 1972 ; in Downing Plante 1993,
4277,4,6,Fish,Salmoniformes,Salmo salar,41,0.4,Freshwater,,,Salmo,Mann 1971; in Damuth 1987 (Ref: 432),
4278,4,6,Fish,Salmoniformes,Salmo salar,3.078765136,3.88413575,"River Morrumsan, Southern Sweden",,,Salmo,Bohlin etc 1994,Digitized from Fig. 5
4279,4,6,Fish,Salmoniformes,Salmo salar,3.092415205,2.470021309,"River Morrumsan, Southern Sweden",,,Salmo,Bohlin etc 1994,Digitized from Fig. 5
4280,4,6,Fish,Salmoniformes,Salmo salar,3.126805448,2.164111835,"River Morrumsan, Southern Sweden",,,Salmo,Bohlin etc 1994,Digitized from Fig. 5
4281,4,6,Fish,Salmoniformes,Salmo salar,3.311897597,1.56723456,"River Morrumsan, Southern Sweden",,,Salmo,Bohlin etc 1994,Digitized from Fig. 5
4282,4,6,Fish,Salmoniformes,Salmo salar,3.333947065,0.775421253,"River Morrumsan, Southern Sweden",,,Salmo,Bohlin etc 1994,Digitized from Fig. 5
4283,4,6,Fish,Salmoniformes,Salmo salar,3.756919591,2.915548028,"River Morrumsan, Southern Sweden",,,Salmo,Bohlin etc 1994,Digitized from Fig. 5
4284,4,6,Fish,Salmoniformes,Salmo salar,3.918172571,2.49226145,"River Morrumsan, Southern Sweden",,,Salmo,Bohlin etc 1994,Digitized from Fig. 5
4285,4,6,Fish,Salmoniformes,Salmo salar,3.883659088,1.753055235,"River Morrumsan, Southern Sweden",,,Salmo,Bohlin etc 1994,Digitized from Fig. 5
4286,4,6,Fish,Salmoniformes,Salmo salar,4.086347538,1.67621993,"River Morrumsan, Southern Sweden",,,Salmo,Bohlin etc 1994,Digitized from Fig. 5
4287,4,6,Fish,Salmoniformes,Salmo salar,3.988122594,1.255403977,"River Morrumsan, Southern Sweden",,,Salmo,Bohlin etc 1994,Digitized from Fig. 5
4288,4,6,Fish,Salmoniformes,Salmo salar,4.604774847,1.037667943,"River Morrumsan, Southern Sweden",,,Salmo,Bohlin etc 1994,Digitized from Fig. 5
4289,4,6,Fish,Salmoniformes,Salmo salar,4.931596095,0.877133302,"River Morrumsan, Southern Sweden",,,Salmo,Bohlin etc 1994,Digitized from Fig. 5
4290,4,6,Fish,Salmoniformes,Salmo salar,5.281613293,0.968028403,"River Morrumsan, Southern Sweden",,,Salmo,Bohlin etc 1994,Digitized from Fig. 5
4291,4,6,Fish,Salmoniformes,Salmo salar,5.399738149,0.955099681,"River Morrumsan, Southern Sweden",,,Salmo,Bohlin etc 1994,Digitized from Fig. 5
4292,4,6,Fish,Salmoniformes,Salmo salar,5.520506175,0.942343415,"River Morrumsan, Southern Sweden",,,Salmo,Bohlin etc 1994,Digitized from Fig. 5
4293,4,6,Fish,Salmoniformes,Salmo salar,6.303993258,0.823787315,"River Morrumsan, Southern Sweden",,,Salmo,Bohlin etc 1994,Digitized from Fig. 5
4294,4,6,Fish,Salmoniformes,Salmo salar,6.207138558,0.643812049,"River Morrumsan, Southern Sweden",,,Salmo,Bohlin etc 1994,Digitized from Fig. 5
4295,4,6,Fish,Salmoniformes,Salmo salar,5.82148255,0.985539193,"River Morrumsan, Southern Sweden",,,Salmo,Bohlin etc 1994,Digitized from Fig. 5
4296,4,6,Fish,Salmoniformes,Salmo salar,5.643973942,1.058808697,"River Morrumsan, Southern Sweden",,,Salmo,Bohlin etc 1994,Digitized from Fig. 5
4297,4,6,Fish,Salmoniformes,Salmo salar,5.064246773,1.286734662,"River Morrumsan, Southern Sweden",,,Salmo,Bohlin etc 1994,Digitized from Fig. 5
4298,4,6,Fish,Salmoniformes,Salmo salar,5.375903446,1.339698898,"River Morrumsan, Southern Sweden",,,Salmo,Bohlin etc 1994,Digitized from Fig. 5
4299,4,6,Fish,Salmoniformes,Salmo salar,4.614972314,1.900343895,"River Morrumsan, Southern Sweden",,,Salmo,Bohlin etc 1994,Digitized from Fig. 5
4300,4,6,Fish,Salmoniformes,Salmo salar,4.781221899,1.825214877,"River Morrumsan, Southern Sweden",,,Salmo,Bohlin etc 1994,Digitized from Fig. 5
4301,4,6,Fish,Salmoniformes,Salmo salar,4.909827906,1.833413395,"River Morrumsan, Southern Sweden",,,Salmo,Bohlin etc 1994,Digitized from Fig. 5
4302,4,6,Fish,Salmoniformes,Salmo salar,5.643973942,2.023404446,"River Morrumsan, Southern Sweden",,,Salmo,Bohlin etc 1994,Digitized from Fig. 5
4303,4,6,Fish,Salmoniformes,Salmo salar,5.834373796,2.116155122,"River Morrumsan, Southern Sweden",,,Salmo,Bohlin etc 1994,Digitized from Fig. 5
4304,4,6,Fish,Salmoniformes,Salmo salar,5.912319566,2.06000607,"River Morrumsan, Southern Sweden",,,Salmo,Bohlin etc 1994,Digitized from Fig. 5
4305,4,6,Fish,Salmoniformes,Salmo salar,6.811414351,2.005348235,"River Morrumsan, Southern Sweden",,,Salmo,Bohlin etc 1994,Digitized from Fig. 5
4306,4,6,Fish,Salmoniformes,Salmo salar,5.732041156,1.733522568,"River Morrumsan, Southern Sweden",,,Salmo,Bohlin etc 1994,Digitized from Fig. 5
4307,4,6,Fish,Salmoniformes,Salmo salar,6.166086317,1.714206352,"River Morrumsan, Southern Sweden",,,Salmo,Bohlin etc 1994,Digitized from Fig. 5
4308,4,6,Fish,Salmoniformes,Salmo salar,5.508308303,1.522235339,"River Morrumsan, Southern Sweden",,,Salmo,Bohlin etc 1994,Digitized from Fig. 5
4309,4,6,Fish,Salmoniformes,Salmo salar,6.152462425,1.505274138,"River Morrumsan, Southern Sweden",,,Salmo,Bohlin etc 1994,Digitized from Fig. 5
4310,4,6,Fish,Salmoniformes,Salmo salar,6.84161293,1.515427975,"River Morrumsan, Southern Sweden",,,Salmo,Bohlin etc 1994,Digitized from Fig. 5
4311,4,6,Fish,Salmoniformes,Salmo salar,6.138869482,1.195012093,"River Morrumsan, Southern Sweden",,,Salmo,Bohlin etc 1994,Digitized from Fig. 5
4312,4,6,Fish,Salmoniformes,Salmo salar,7.524280199,1.401109249,"River Morrumsan, Southern Sweden",,,Salmo,Bohlin etc 1994,Digitized from Fig. 5
4313,4,6,Fish,Salmoniformes,Salmo salar,7.574374951,1.330722806,"River Morrumsan, Southern Sweden",,,Salmo,Bohlin etc 1994,Digitized from Fig. 5
4314,4,6,Fish,Salmoniformes,Salmo salar,7.230592727,0.976744558,"River Morrumsan, Southern Sweden",,,Salmo,Bohlin etc 1994,Digitized from Fig. 5
4315,4,6,Fish,Salmoniformes,Salmo salar,7.64168726,0.855775798,"River Morrumsan, Southern Sweden",,,Salmo,Bohlin etc 1994,Digitized from Fig. 5
4316,4,6,Fish,Salmoniformes,Salmo salar,9.746683194,0.643812049,"River Morrumsan, Southern Sweden",,,Salmo,Bohlin etc 1994,Digitized from Fig. 5
4317,4,6,Fish,Salmoniformes,Salmo salar,8.862380659,1.061184016,"River Morrumsan, Southern Sweden",,,Salmo,Bohlin etc 1994,Digitized from Fig. 5
4318,4,6,Fish,Salmoniformes,Salmo salar,9.768266509,1.054073755,"River Morrumsan, Southern Sweden",,,Salmo,Bohlin etc 1994,Digitized from Fig. 5
4319,4,6,Fish,Salmoniformes,Salmo salar,18.96714219,0.642370961,"River Morrumsan, Southern Sweden",,,Salmo,Bohlin etc 1994,Digitized from Fig. 5
